trial_number,cv_score,cv_std,fold_0_score,fold_1_score,fold_2_score,fold_3_score,fold_4_score,params_ccp_alpha,params_criterion,params_max_depth,params_max_leaf_nodes,params_min_samples_leaf,params_min_samples_split,state
18,0.8089037722840541,0.046872560891241914,0.8461538461538461,0.8321678321678322,0.8098591549295775,0.8380281690140845,0.7183098591549296,0.004,gini,11,18.0,5,14,COMPLETE
0,0.8075445681079485,0.012028216241816317,0.8251748251748252,0.8181818181818182,0.8028169014084507,0.795774647887324,0.795774647887324,0.0015,log_loss,3,15.0,15,9,COMPLETE
69,0.8075347188023244,0.03944757444237218,0.8181818181818182,0.8321678321678322,0.8098591549295775,0.8450704225352113,0.7323943661971831,0.005,gini,11,22.0,3,9,COMPLETE
54,0.8061656653205949,0.027635631671116944,0.8461538461538461,0.7762237762237763,0.823943661971831,0.8098591549295775,0.7746478873239436,0.003,log_loss,7,40.0,4,6,COMPLETE
56,0.8061558160149709,0.016663191367516837,0.8251748251748252,0.8041958041958042,0.795774647887324,0.823943661971831,0.7816901408450704,0.003,log_loss,9,30.0,5,8,COMPLETE
80,0.806136117403723,0.021984713604834366,0.8251748251748252,0.8181818181818182,0.795774647887324,0.823943661971831,0.7676056338028169,0.003,log_loss,12,40.0,5,5,COMPLETE
14,0.806136117403723,0.024123875130603944,0.8111888111888111,0.8321678321678322,0.8098591549295775,0.8169014084507042,0.7605633802816901,0.0,log_loss,11,,3,5,COMPLETE
68,0.8060967201812271,0.04153384097767245,0.8321678321678322,0.8391608391608392,0.823943661971831,0.8098591549295775,0.7253521126760564,0.003,log_loss,10,,3,7,COMPLETE
75,0.8033389146065202,0.020201850236460976,0.8111888111888111,0.8181818181818182,0.795774647887324,0.823943661971831,0.7676056338028169,0.002,log_loss,10,35.0,5,7,COMPLETE
26,0.8033093666896484,0.02560645199352997,0.8321678321678322,0.8181818181818182,0.7887323943661971,0.8169014084507042,0.7605633802816901,0.002,log_loss,10,35.0,7,11,COMPLETE
27,0.8005515611149413,0.017684729264821203,0.8111888111888111,0.7972027972027972,0.8169014084507042,0.8098591549295775,0.7676056338028169,0.0015,log_loss,11,,4,13,COMPLETE
29,0.8004826159755737,0.03268906637417771,0.8461538461538461,0.8111888111888111,0.8098591549295775,0.7887323943661971,0.7464788732394366,0.0015,gini,10,20.0,6,8,COMPLETE
4,0.8004826159755737,0.033603466526013454,0.8391608391608392,0.8181818181818182,0.8098591549295775,0.795774647887324,0.7394366197183099,0.01,log_loss,9,20.0,15,19,COMPLETE
98,0.7948980596867921,0.029961344874103613,0.8111888111888111,0.8111888111888111,0.7887323943661971,0.823943661971831,0.7394366197183099,0.003,entropy,12,,5,10,COMPLETE
6,0.7948685117699202,0.032951478672751784,0.8181818181818182,0.8251748251748252,0.8028169014084507,0.795774647887324,0.7323943661971831,0.002,gini,3,15.0,2,7,COMPLETE
17,0.7906628582684921,0.024642785524710387,0.8251748251748252,0.8041958041958042,0.7746478873239436,0.795774647887324,0.7535211267605634,0.004,log_loss,10,30.0,11,7,COMPLETE
57,0.7906333103516203,0.03334219956885264,0.8391608391608392,0.8111888111888111,0.7816901408450704,0.7816901408450704,0.7394366197183099,0.0005,gini,11,35.0,7,12,COMPLETE
37,0.7906333103516202,0.031519957080191556,0.8321678321678322,0.8181818181818182,0.7676056338028169,0.7887323943661971,0.7464788732394366,0.0005,gini,10,20.0,14,17,COMPLETE
19,0.7864572047670639,0.024658133490246446,0.8251748251748252,0.7902097902097902,0.7676056338028169,0.795774647887324,0.7535211267605634,0.004,entropy,11,35.0,12,5,COMPLETE
