experiment_name,feature,coef,abs_coef,is_zero
l1_C_10_liblinear,disc_binary__IsAlone,-0.0540791271553334,0.0540791271553334,False
l1_C_10_liblinear,cat__Embarked_S,-0.052544830608722615,0.052544830608722615,False
l1_C_10_liblinear,cat__Title_Mr,-0.01446985932475804,0.01446985932475804,False
l1_C_10_liblinear,cat__Deck_G,-0.00998647903248335,0.00998647903248335,False
l1_C_10_liblinear,cat__Deck_B,0.0010430289338926543,0.0010430289338926543,False
l1_C_10_liblinear,ord__Pclass_2,0.0,0.0,True
l1_C_10_liblinear,cat__Title_Other,0.0,0.0,True
l1_C_10_liblinear,cat__Deck_A,0.0,0.0,True
l1_C_10_liblinear,cat__Embarked_Q,0.0,0.0,True
l1_C_10_liblinear,cat__Title_Mrs,0.0,0.0,True
l1_C_10_liblinear,cat__Deck_Unknown,0.0,0.0,True
l1_C_0.01_liblinear,cat__Sex_male,-0.29887526660615366,0.29887526660615366,False
l1_C_0.01_liblinear,cat__Title_Mr,-0.08746362809206208,0.08746362809206208,False
l1_C_0.01_liblinear,disc_binary__CabinKnown,0.04101825054830867,0.04101825054830867,False
l1_C_0.01_liblinear,disc_binary__IsAlone,0.0,0.0,True
l1_C_0.01_liblinear,cont__Fare,0.0,0.0,True
l1_C_0.01_liblinear,ord__Pclass_1,0.0,0.0,True
l1_C_0.01_liblinear,disc_count__FamilySize,0.0,0.0,True
l1_C_0.01_liblinear,ord__Pclass_2,0.0,0.0,True
l1_C_0.01_liblinear,ord__Pclass_3,0.0,0.0,True
l1_C_0.01_liblinear,cat__Sex_female,0.0,0.0,True
l1_C_0.01_liblinear,cont__Age,0.0,0.0,True
l1_C_0.01_liblinear,cat__Title_Master,0.0,0.0,True
l1_C_0.01_liblinear,cat__Title_Miss,0.0,0.0,True
l1_C_0.01_liblinear,cat__Title_Mrs,0.0,0.0,True
l1_C_0.01_liblinear,cat__Title_Other,0.0,0.0,True
l1_C_0.01_liblinear,cat__Embarked_C,0.0,0.0,True
l1_C_0.01_liblinear,cat__Embarked_Q,0.0,0.0,True
l1_C_0.01_liblinear,cat__Embarked_S,0.0,0.0,True
l1_C_0.01_liblinear,cat__Deck_A,0.0,0.0,True
l1_C_0.01_liblinear,cat__Deck_B,0.0,0.0,True
l1_C_0.01_liblinear,cat__Deck_C,0.0,0.0,True
l1_C_0.01_liblinear,cat__Deck_D,0.0,0.0,True
l1_C_0.01_liblinear,cat__Deck_E,0.0,0.0,True
l1_C_0.01_liblinear,cat__Deck_F,0.0,0.0,True
l1_C_0.01_liblinear,cat__Deck_G,0.0,0.0,True
l1_C_0.01_liblinear,cat__Deck_T,0.0,0.0,True
l1_C_0.01_liblinear,cat__Deck_Unknown,0.0,0.0,True
l1_C_0.03_liblinear,cat__Title_Mr,-0.8524358755020527,0.8524358755020527,False
l1_C_0.03_liblinear,disc_binary__CabinKnown,0.3852452867436064,0.3852452867436064,False
l1_C_0.03_liblinear,cat__Sex_female,0.35232688597828327,0.35232688597828327,False
l1_C_0.03_liblinear,cat__Sex_male,-0.29213543657897756,0.29213543657897756,False
l1_C_0.03_liblinear,cont__Fare,0.03803715385550226,0.03803715385550226,False
l1_C_0.03_liblinear,disc_count__FamilySize,-0.0032679856730551357,0.0032679856730551357,False
l1_C_0.03_liblinear,disc_binary__IsAlone,0.0,0.0,True
l1_C_0.03_liblinear,ord__Pclass_2,0.0,0.0,True
l1_C_0.03_liblinear,ord__Pclass_1,0.0,0.0,True
l1_C_0.03_liblinear,ord__Pclass_3,0.0,0.0,True
l1_C_0.03_liblinear,cont__Age,0.0,0.0,True
l1_C_0.03_liblinear,cat__Title_Master,0.0,0.0,True
l1_C_0.03_liblinear,cat__Title_Miss,0.0,0.0,True
l1_C_0.03_liblinear,cat__Title_Mrs,0.0,0.0,True
l1_C_0.03_liblinear,cat__Title_Other,0.0,0.0,True
l1_C_0.03_liblinear,cat__Embarked_C,0.0,0.0,True
l1_C_0.03_liblinear,cat__Embarked_Q,0.0,0.0,True
l1_C_0.03_liblinear,cat__Embarked_S,0.0,0.0,True
l1_C_0.03_liblinear,cat__Deck_A,0.0,0.0,True
l1_C_0.03_liblinear,cat__Deck_B,0.0,0.0,True
l1_C_0.03_liblinear,cat__Deck_C,0.0,0.0,True
l1_C_0.03_liblinear,cat__Deck_D,0.0,0.0,True
l1_C_0.03_liblinear,cat__Deck_E,0.0,0.0,True
l1_C_0.03_liblinear,cat__Deck_F,0.0,0.0,True
l1_C_0.03_liblinear,cat__Deck_G,0.0,0.0,True
l1_C_0.03_liblinear,cat__Deck_T,0.0,0.0,True
l1_C_0.03_liblinear,cat__Deck_Unknown,0.0,0.0,True
l1_C_0.1_liblinear,cat__Title_Mr,-1.2960538333445057,1.2960538333445057,False
l1_C_0.1_liblinear,cat__Sex_female,1.1166812571369908,1.1166812571369908,False
l1_C_0.1_liblinear,ord__Pclass_3,-0.5505896281767322,0.5505896281767322,False
l1_C_0.1_liblinear,disc_binary__CabinKnown,0.42126932130482986,0.42126932130482986,False
l1_C_0.1_liblinear,disc_count__FamilySize,-0.3451478115746494,0.3451478115746494,False
l1_C_0.1_liblinear,cont__Age,-0.18896325125788715,0.18896325125788715,False
l1_C_0.1_liblinear,cont__Fare,0.14983343132257285,0.14983343132257285,False
l1_C_0.1_liblinear,cat__Title_Mrs,0.05503550630015407,0.05503550630015407,False
l1_C_0.1_liblinear,ord__Pclass_1,0.0,0.0,True
l1_C_0.1_liblinear,ord__Pclass_2,0.0,0.0,True
l1_C_0.1_liblinear,disc_binary__IsAlone,0.0,0.0,True
l1_C_0.1_liblinear,cat__Title_Master,0.0,0.0,True
l1_C_0.1_liblinear,cat__Sex_male,0.0,0.0,True
l1_C_0.1_liblinear,cat__Title_Miss,0.0,0.0,True
l1_C_0.1_liblinear,cat__Title_Other,0.0,0.0,True
l1_C_0.1_liblinear,cat__Embarked_C,0.0,0.0,True
l1_C_0.1_liblinear,cat__Embarked_Q,0.0,0.0,True
l1_C_0.1_liblinear,cat__Embarked_S,0.0,0.0,True
l1_C_0.1_liblinear,cat__Deck_A,0.0,0.0,True
l1_C_0.1_liblinear,cat__Deck_B,0.0,0.0,True
l1_C_0.1_liblinear,cat__Deck_C,0.0,0.0,True
l1_C_0.1_liblinear,cat__Deck_D,0.0,0.0,True
l1_C_0.1_liblinear,cat__Deck_E,0.0,0.0,True
l1_C_0.1_liblinear,cat__Deck_F,0.0,0.0,True
l1_C_0.1_liblinear,cat__Deck_G,0.0,0.0,True
l1_C_0.1_liblinear,cat__Deck_T,0.0,0.0,True
l1_C_0.1_liblinear,cat__Deck_Unknown,0.0,0.0,True
l1_C_0.3_liblinear,cat__Sex_female,1.2038083959495784,1.2038083959495784,False
l1_C_0.3_liblinear,cat__Title_Master,1.0783690138088435,1.0783690138088435,False
l1_C_0.3_liblinear,cat__Title_Mr,-1.0511848740615242,1.0511848740615242,False
l1_C_0.3_liblinear,ord__Pclass_3,-0.8193559986823075,0.8193559986823075,False
l1_C_0.3_liblinear,disc_count__FamilySize,-0.5998820166052133,0.5998820166052133,False
l1_C_0.3_liblinear,cat__Title_Mrs,0.5643830565317487,0.5643830565317487,False
l1_C_0.3_liblinear,cat__Sex_male,-0.3984012908627877,0.3984012908627877,False
l1_C_0.3_liblinear,disc_binary__CabinKnown,0.39215050013590763,0.39215050013590763,False
l1_C_0.3_liblinear,cont__Age,-0.3284358916415378,0.3284358916415378,False
l1_C_0.3_liblinear,ord__Pclass_1,0.22430889748381383,0.22430889748381383,False
l1_C_0.3_liblinear,cont__Fare,0.16620147209122973,0.16620147209122973,False
l1_C_0.3_liblinear,cat__Embarked_C,0.09268903321902391,0.09268903321902391,False
l1_C_0.3_liblinear,disc_binary__IsAlone,-0.01993245435053219,0.01993245435053219,False
l1_C_0.3_liblinear,ord__Pclass_2,0.0,0.0,True
l1_C_0.3_liblinear,cat__Title_Miss,0.0,0.0,True
l1_C_0.3_liblinear,cat__Title_Other,0.0,0.0,True
l1_C_0.3_liblinear,cat__Embarked_Q,0.0,0.0,True
l1_C_0.3_liblinear,cat__Embarked_S,0.0,0.0,True
l1_C_0.3_liblinear,cat__Deck_A,0.0,0.0,True
l1_C_0.3_liblinear,cat__Deck_B,0.0,0.0,True
l1_C_0.3_liblinear,cat__Deck_C,0.0,0.0,True
l1_C_0.3_liblinear,cat__Deck_D,0.0,0.0,True
l1_C_0.3_liblinear,cat__Deck_E,0.0,0.0,True
l1_C_0.3_liblinear,cat__Deck_F,0.0,0.0,True
l1_C_0.3_liblinear,cat__Deck_G,0.0,0.0,True
l1_C_0.3_liblinear,cat__Deck_T,0.0,0.0,True
l1_C_0.3_liblinear,cat__Deck_Unknown,0.0,0.0,True
l1_C_0.5_liblinear,cat__Title_Master,1.9107150583678825,1.9107150583678825,False
l1_C_0.5_liblinear,cat__Sex_female,1.1919290797749849,1.1919290797749849,False
l1_C_0.5_liblinear,cat__Sex_male,-0.8989281688718025,0.8989281688718025,False
l1_C_0.5_liblinear,ord__Pclass_3,-0.8743519724473173,0.8743519724473173,False
l1_C_0.5_liblinear,disc_count__FamilySize,-0.6883700789704782,0.6883700789704782,False
l1_C_0.5_liblinear,cat__Title_Mrs,0.6647002909883825,0.6647002909883825,False
l1_C_0.5_liblinear,cat__Title_Mr,-0.6636500525004371,0.6636500525004371,False
l1_C_0.5_liblinear,cat__Deck_E,0.3873389169256437,0.3873389169256437,False
l1_C_0.5_liblinear,ord__Pclass_1,0.38382051574634707,0.38382051574634707,False
l1_C_0.5_liblinear,cont__Age,-0.33620386480180314,0.33620386480180314,False
l1_C_0.5_liblinear,disc_binary__CabinKnown,0.32710738735374606,0.32710738735374606,False
l1_C_0.5_liblinear,cat__Embarked_C,0.16943448596640806,0.16943448596640806,False
l1_C_0.5_liblinear,cont__Fare,0.16752507205492967,0.16752507205492967,False
l1_C_0.5_liblinear,disc_binary__IsAlone,-0.03293770193218997,0.03293770193218997,False
l1_C_0.5_liblinear,ord__Pclass_2,0.0,0.0,True
l1_C_0.5_liblinear,cat__Title_Other,0.0,0.0,True
l1_C_0.5_liblinear,cat__Embarked_Q,0.0,0.0,True
l1_C_0.5_liblinear,cat__Embarked_S,0.0,0.0,True
l1_C_0.5_liblinear,cat__Title_Miss,0.0,0.0,True
l1_C_0.5_liblinear,cat__Deck_A,0.0,0.0,True
l1_C_0.5_liblinear,cat__Deck_B,0.0,0.0,True
l1_C_0.5_liblinear,cat__Deck_C,0.0,0.0,True
l1_C_0.5_liblinear,cat__Deck_D,0.0,0.0,True
l1_C_0.5_liblinear,cat__Deck_F,0.0,0.0,True
l1_C_0.5_liblinear,cat__Deck_G,0.0,0.0,True
l1_C_0.5_liblinear,cat__Deck_T,0.0,0.0,True
l1_C_0.5_liblinear,cat__Deck_Unknown,0.0,0.0,True
l1_C_0.7_liblinear,cat__Title_Master,2.2895092553313363,2.2895092553313363,False
l1_C_0.7_liblinear,cat__Sex_female,1.1956269040105725,1.1956269040105725,False
l1_C_0.7_liblinear,cat__Sex_male,-1.117237992518216,1.117237992518216,False
l1_C_0.7_liblinear,ord__Pclass_3,-0.902829478091107,0.902829478091107,False
l1_C_0.7_liblinear,disc_count__FamilySize,-0.7311560445157467,0.7311560445157467,False
l1_C_0.7_liblinear,cat__Title_Mrs,0.7144910273162933,0.7144910273162933,False
l1_C_0.7_liblinear,cat__Deck_E,0.5657682027243822,0.5657682027243822,False
l1_C_0.7_liblinear,cat__Title_Mr,-0.4887811736974464,0.4887811736974464,False
l1_C_0.7_liblinear,ord__Pclass_1,0.45077173190470016,0.45077173190470016,False
l1_C_0.7_liblinear,cont__Age,-0.34155427247517955,0.34155427247517955,False
l1_C_0.7_liblinear,disc_binary__CabinKnown,0.29971712005225254,0.29971712005225254,False
l1_C_0.7_liblinear,cat__Embarked_C,0.19877422567806044,0.19877422567806044,False
l1_C_0.7_liblinear,cont__Fare,0.1688031877343216,0.1688031877343216,False
l1_C_0.7_liblinear,disc_binary__IsAlone,-0.039425344488632844,0.039425344488632844,False
l1_C_0.7_liblinear,cat__Embarked_S,-0.007818110524252228,0.007818110524252228,False
l1_C_0.7_liblinear,ord__Pclass_2,0.0,0.0,True
l1_C_0.7_liblinear,cat__Title_Other,0.0,0.0,True
l1_C_0.7_liblinear,cat__Embarked_Q,0.0,0.0,True
l1_C_0.7_liblinear,cat__Title_Miss,0.0,0.0,True
l1_C_0.7_liblinear,cat__Deck_A,0.0,0.0,True
